11386 entries
44 namespaces
9519 values

Namespace Global (10608 keys)
	B67D88D244614D1A10D3D1902E9A1278 = "
	D2E5E64A436D0B7E3A7D17A672C3006D = "De grond is gevaarlijk!"
	44CEE6B44B1298DE6CC743B8E38761CD = "De hack is begonnen. Bescherm de Pod terwijl het zijn magie doet!"
	517075334DE27E4B422FF58F021395C6 = "Het hacken is gestopt! Aan de slag, team!"
	2031FAA54154328787A98497E969E4E4 = "De Horror... de Horror...!"
	311B94AF4534473995AD09BFBF60FBB8 = "De heetste aardappel!"
	FD3EBD3B4E7565CC5D7E03AB6EFE6764 = "De romp van de Drilldozer heeft permanente schade opgelopen! Vergeet niet - het is game over als ze vernietigd is dus aan de slag!"
	134081914D93ACBDCE702EBC1017072E = "De vochtigheid in deze regio biedt ideale omstandigheden voor schimmels om te groeien. Consumptie hiervan wordt sterk ontmoedigd door het bedrijf."
	D6B58FC042E403301BE0D4AC166F890D = "De onvergelijkbare hoed uit de legende, ter herinnering aan een feestdag die bij de meeste dwergen een heel speciaal plekje in het hart heeft."
	71D3D52B4560A0BF1B2DC2A534FD3CCE = "De tussenkomst van Deep Rock Galactic op Hoxxes IV heeft het paarseizoen van de inwonende Naedocyten veranderd en nu groeit hun populatie uit de hand. Gelukkig lijken zwaarbewapende dwergen hun natuurlijke vijand te zijn, dus we sturen je naar binnen."
	4ACB0D84456C00BEFFB4A7A9453C1E62 = "De laatste golf nadert jullie nu. Hou het bij elkaar!"
	359DC8A94F4BF7AA7E844C8F22E53614 = "Het lijnprojectiel gaat vrijwel onmiddellijk open en kan van zeer dichtbij meerdere doelen raken."
	B6F8190F4D36265858D3C5BEF94F7C1C = "Het lijnprojectiel gaat vrijwel onmiddellijk open en kan van zeer dichtbij meerdere doelen raken."
	D65780D5480A10110D7FA9BAE3F70F91 = "Het lijnprojectiel gaat vrijwel onmiddellijk open en kan van zeer dichtbij meerdere doelen raken."
	10374DF344DA1706BD000F85A1661507 = "De lijst van overleden mijnwerkers wordt niet live geupdate. Maar elke gevallen werknemer wordt geëerd."
	EE3B1BA549F973226CB50DA01541528F = "De magie zit in de viscositeit!"
	3386CD164DDCF54BF91096B351360139 = "De prachtige houten structuren van Boom der Leegte zet de biologische rariteiten van Hoxxes ten toon. Er wordt geschat dat het gewicht van slechts één al in de miljarden tonnen loopt."
	E20274D848C3FE6C3A8571BC741F4249 = "De maximale draagcapaciteit bepaalt de hoeveelheid munitie die je aan het begin van de missies bij je hebt en het maximum aan munitie dat je kunt herbevoorraden."
	811C43EA457A78AA9A6EC182133BAD1E = "Hoe meer ervaring je hebt met mijnbouw, hoe meer invloed we hebben op het Management. Ontwikkel uzelf in de manieren van mijnbouw, en we zullen ervoor zorgen dat het management het potentieel van goed voorbereide werknemers beseft."
	D52312B84846BA59284818995E7B76D1 = "De volgende <bold>missie</> van jouw actieve opdracht (en ook die van jouw teamgenoten) zullen <bold>gemarkeerd</> worden op de <bold>Missie Terminal</>. "
	0CB90C334544277400A2FEA80E9200AB = "De no-nonsense versie van de geavanceerde MK3-pantserlijn. Goedkoop en licht (relatief gezien), zal dit comfortabele pak een Driller alle bescherming bieden die hij nodig heeft voor de meeste operaties. Zo staat het in ieder geval in de blurb op de doos..."
	575F41FB46BC049B7F121B997F650D57 = "De pijn!"
	7151CD804377583FA52A9BBCE26AFDCA = "De pijpleiding is hier! "
	DB0F696D43464007B803F2B8A8592A9A = "De pijpleiding wordt gebruikt om vloeibaar morkiet te vervoeren!"
	27F76A1E4B9634C9CF314BBAEB742FFB = "De pijpleidingen zitten vast! Je moet ze onderhouden!"
	84D7985C42791D6C6533858657AD8901 = "De pijpleidingen zitten vast! Je moet ze onderhouden!"
	A5C84B954CDC26FFD5BDA28EAECAEC56 = "De pijpleidingen zitten vast! Je moet ze onderhouden!"
	54C91BE745D84B0C2A296E8F98FFCF21 = "De pijpleidingen lekken! Er op af, repareer het!"
	18006FCC4D56FA088D584DBBD0730446 = "De pijpleidingen worden aangevallen, bescherm ze!"
	7295BD3A45BD5EDD471C3DBCECA84F2C = "De pijpleidingen worden aangevallen, bescherm ze!"
	07FB6CDB450DA571529FBB96CE15149F = "De plek om <bold> cosmetische </> items te kopen. Je hebt voor elke aankoop <bold> credits </> en <bold> crafting resources </> nodig. Naarmate je <bold> Speler Rank </> toeneemt, kun je meer cosmetica kopen."
	752183C44FCF841D5D8CD88E7DB534C7 = "De plek waar mineralen en Matrix kernen samenkomen om <bold>Overklokken</> en <bold>cosmetica</> te creëren. Smeden zal jouw <bold>Ervarings level</> verhogen en toegang geven tot verschillende beloningen. Je krijgt toegang na je eerste <bold>Promotie</>."
	E1EC60AC4FC136709BF1FC800FE788E9 = "De plasmabundel is opgesplitst in 3 lijnen die een groter gebied bestrijken, waardoor het mogelijk is om meerdere doelen op verschillende hoogtes te raken."
	811FF9964A8870BF10487E84BC939C21 = "De plasma straal verdoofd op contact de meeste bewoners van Hoxxes."
	96C6A86246296DB2C9D5A7B50013DB7B = "De gifwolk die de Praetoriaan achter laat na zijn dood kan aangestoken worden"
	57F6A1CB49D941FB48D8DF9FDC90D255 = "De primaire schade van het wapen is verhoogd."
	A99CB7A84ADABE0CF57BFF8F06F96138 = "Het projectiel kan een langere tijd reizen voordat het neerstort"
	F6B73F1548D2983E644480A4C4FBF2F9 = "De projectielen die door het platformgeweer worden afgeschoten creëren een <bold>bewandelbaar oppervlak</> bij botsing met terrein. Deze platforms zijn vaak de beste manier om <bold>bij mineralen op muren te komen</>. Ze kunnen ook worden gebruikt om <bold>bruggen te bouwen</>, <bold>gaten af te dekken</>, en nog veel meer."
	69E1F86A4D914F2D9BE4709B59054CA4 = "De raffinaarderij trekt insecten aan! Houdt de linie terwijl de Pomp fase door gaat!"
	BA1333414BE848191A90898381EC8526 = "De regio is bezaaid met natuurlijke ventilatiegaten, die stormwinden in de grotten blazen, die sterk genoeg zijn om u in alle richtingen voort te stuwen. Bovendien komen er vaak windstormen voor, die het zicht en de bewegingsmogelijkheden ernstig beperken."
	AD737B5341A6A25F934E9E822AA0DFAD = "De bevoorrading is hier!"
	417B2EE34541F8D3BF2CC08C184A69AD = "De juiste uitspraak voor Missie Controle is nog niet klaar! In plaats daarvan zal je hier naar kunnen luisteren. De directie keurt deze procedure goed! "
	BB48F3BF457FDE27A82FB6B343262BDD = "De juiste spraak voor missie controle is nog niet klaar!"
	6E984DEB4649AB195C27A58185646428 = "De stenen vallen ons aan!"
	663C469A4FF2F2AEA1943FB16E534013 = "De scanner verlicht als een kerstboom. Er komt een zwerm aan!"
	D513566A466E768AE0768BAEA3C2EFA5 = "De stoelen in de transport capsule zijn alleen bedoeld voor werknemers - geen vaten."
	E2688312493C4BD08B39E09648B96F7B = "De sentry kan meer schoten afvuren voor het herladen."
	0BA570FA44694F4556C5EC91253A803B = "De beschermende eigenschappen van het schild blijven voor een paar seconden hangen na het verlaten van het schild."
	13A7493341574488AADC3FA96DBFA08D = "De schokgolf van de ontploffing brengt meer schade toe aan ongelukkige vijanden die binnen een gebied van 4 meter voor jou zijn."
	DA0E5C6D48BEF228BD86879DB753137C = "Het bijzondere sedimentatieproces van de streek resulteert in spectaculaire en complexe grotformaties. De ingewikkelde terrasvormige wanden kunnen een uitdaging vormen om te doorkruisen."
	96F13203494F014D1C9D70A44CED3D4C = "De grote van de laadstrip, magazijn of tank heeft effect op het aantal projectielen dat je kan afschieten voordat je moet herladen."
	7538D089402D2BB22E9C18ADCF9D9917 = "Het kleinere mechanisme maakt een grotere tankinhoud en meer brandstof mogelijk, ten koste van de herlaadsnelheid en het opperationeel bereik."
	0CB8D7364953B6F828D4228EF06950BF = "De stank. Het blijft hangen!"
	C9CE23154BD91609B0085AA48B874020 = "De stank. Het blijft hangen."
	0F308D1C45993207726DDDABF48A0ED2 = "Het spoelmechanisme is verbeterd en kunnen je sneller aan een volle oplading helpen!"
	C9717D60437F9175FCF297A5BB04B8C1 = "De stroom van vijanden is zo goed als gestopt en jullie leven nog. Goed gedaan!"
	D67ED3164E36855DE11F1FBD6A6418BB = "Het materiaal van het oppervlak is bijzonder dicht. Er zullen meerdere treffers van je pikhouweel nodig zijn om het te breken."
	A6A1B8604498416ED8688BA6230F6489 = "De zwerm is dichtbij!"
	61D0A0C94C99CB6D21F2199157193AF1 = "Het mooie geluid van vernietiging!"
	EB6AB6CC4E948FE640E464BF0528DD6D = "Het Oversteek gereedschap van het team is nog beter wanneer ze samen gebruikt worden! Gebruik dit in je voordeel bij het doorkruisen van moeilijk terrein. "
	3E074FA2442D9D266763E5A6D32F484D = "De tentakel hebben mij hun greep!"
	4C6610DC493B964156F23DABFD2D613E = "De doornen doen pijn!"
	A4F4B3284CC5B77268AD71873206FB18 = "De zendpaaltjes zorgen ervoor dat Hacksy de generator kan hacken!"
	A3DC6A5F45B9ACD584FC288056CAFB68 = "De waarheid is daar buiten, net als het goud!"
	01C95D8D4147ED46FF425495CFD6D616 = "De tunnel is geblokkeerd!"
	2081D8924A9155AB3B0AB89B33497D36 = "Het ultieme ontdekkers gereedschap - Dit automatisch opwindbare grijphaak krijgt je uit elke benarde situatie en op elke afgelegen richel. Gebruik voorzichtig - eenmaal aan het plafond hangend en vervolgens 18 meter naar beneden vallen is niet gedekt door de ongevallenverzekering."
	91E0A42146B8608B327BE79A4F24D413 = "Het ultieme ontdekkers gereedschap - Deze automatisch opwindbare grijphaak krijg je uit elke benarde situatie en op elke afgelegen richel. Gebruik voorzichtig - eenmaal aan het plafond hangend en vervolgens 18 meter naar beneden vallen is niet gedekt door de ongevallenverzekering."
	E555C20A4F820C47AFD4C78E9085ACD3 = "De golf is bijna voorbij!"
	4E7A7E91460FBBF1C9DC40ABBFED1B45 = "De Golf is bijna voorbij! Veeg uit wat overblijft."
	F146075D42CB441C7343E095E5C443D2 = "De golf droogt op. Roei de rest uit en ga weer aan het werk."
	552397DD45AE7FD8AEAE38AC2AD601CE = "De golf is aanzienlijk verminderd. Goed gedaan, team."
	CC981CE74634F69835F3E9A258946EB3 = "De weg vooruit is geblokkeerd!"
	7E51446A4A2891E3085D1089EB1A3EC7 = "Het {skinname} patroon voor alle wapens van {character}  "
	E2AC464F44971763301E6683788A9C7D = "Theatrale buiging"
	AA81ECB84F694DF8BB7D99B1DACB4B43 = "Er zijn momenteel geen mods geïnstalleerd."
	A4A0574A445CF6855F2ADFAAD49B85D7 = "Er zijn nieuwe items in de accessoire winkel"
	2C6B59D24FFA5775320B82851C3DB2D3 = "Er zijn hier Opalen!"
	D7EEC6C047F86E6E98593094CB1F7523 = "Er is hier dystrum!"
	27BBFE364A72AB39F4CECD8C37259159 = "Er is slijm in de zak!"
	25F8A37C4468B2C8287CDFB0CBAE2935 = "Er is hier morkiet!"
	7DC3D62B45E0FE541F5CECB5E8A4112B = "Er is hier morkiet!"
	BF82353C4DF2AEC04A1CC09852031E50 = "Er is hier nitra!"
	6742FDF14EF8B9EBD8AD73B82D733F7C = "Er is olieschalie hier!"
	CA5837BE41D42E5AB872CC87497A11B1 = "Er is hier rode suiker!"
	3C302C674D8B3BB2A1BD8E9FA7629FFB = "Er is een <bold>Limiet in het aantal</> Grondstoffen dat je kan dragen. Onthoud om te <bold>storten wat je verzamelt</>. Dit zal grondstoffen plaatsen in de bewaarplaats van het team. Je wordt bij de meeste missies vergezeld door de M.U.L.E.. Druk op <callmule/> om het dichterbij te roepen, waardoor je de grondstoffen kan storten."
	C6D1C99946F11ABD538D6DB366219B13 = "Er is hier een broednest!"
	CE1891294590D7F4F01D28B6294AAC24 = "Er is een kans dat bevroren doelen spontaan versplinteren!"
	4B47B1C74702E770B5DC6B8EF582657B = "Er is een kans om vijanden van de explosie van de raketten weg te jagen. "
	A71806D24220C069B2E0ED99345F0D2D = "Er is hier een juweel!"
	184DB86649F60738048A7F8E9157347B = "Er is hier een helm!"
	5ECF14F648DB2D5E73A7F5B638CAA78B = "Er is daar beneden veel goud. De Interplanetaire Mijnwerkers Unie heeft hier wat van nodig om te "onderhandelen" voor betere voorwaardes met de hogere rangen."
	4A1DF06847C42E5E3E10CBBC415DBE42 = "Er is een nieuwe versie van het spel beschikbaar in de winkel. Please update en opnieuw opstarten van het spel."
	4C637BD840AD05BCB46696979F825E13 = "Hier staat een zendpaaltje!"
	269E24D84F6CAA728AE3FB8CFE051C3A = "Er is hier een bron!"
	CF92061E40B075260C057195C5BA98F2 = "Er is hier een ei!"
	67C3E84C47A46BA39AC2BCBAD5D90954 = "Er is goud hier!"
	6C8B8A6145F2B87F8F18A3881EBCD6E6 = "Er is goud!"
	AD8C02C049693F5C461364B081AA4519 = "Er is geen bonus als je over jouw quotum heen gaat!"
	803B24F140E01AFC0238C48A530C9C4A = "Daar zijn ze! De Praetorianen vallen aan!"
	B26723E24C1D0E6C9FEEB1BCE8DC6D07 = "Er is een Boolozwam hier!"
	0B1360514B653F489AAD92A446B041A2 = "Er is hier een grotengel!"
	31E7B990421FC4398ED2ABA463DEE2F5 = "Er is een Dreadnought cocon hier!"
	5598C8384B46A4B78401F19E3C24AE76 = "Er is een Jadiz hier!"
	63440535404EECFFE9F448809F4300B4 = "Er is een mini M.U.L.E. hier!"
	E8D7A7144E2D6D4A5BE02EA3A866D73A = "Er is een leegte in deze mand!"
	4559ED7B470A0627C46A50878E54FE81 = "Er is een Apocabloem hier!"
	74FCF34241F94433EE7410977E11E2A6 = "Er is een Aquarq hier!"
	ACD873B24951F51941F5F8962475011D = "Er is een Enor Pearl hier!"
	B8EEE1AC4BD4A7C9515C14915DFB4A92 = "Het is slijm op de vloer!"
	06603E224AA54B67A11256AD7A32BA4C = "Er is geen M.U.L.E. op deze missie!"
	2AEE06DE4E691ACFD84C3CA4DFD180FB = "Er zijn hier Opalen!"
	48E9D0854C4FFA6555B009A079BEF33B = "Daar is de datakluis! We moeten dat apparaat openkraken en het data rek er uithalen!"
	A509241541D3F94CD9FDA095F57AD44A = "Daar, in de rots! Het is een Fossiel!"
	3C5D0CEC4C7274AD4B70DA85C3E0143D = "Dit zijn de brandstofcellen!"
	4C4061E546AFF93A928D64B87826D889 = "Dit zijn trekker vingers, geen hacker vingers!"
	E96BE9CB41F7BBAD320601AF843F74B7 = "Deze grote hulzen bevatten veel meer lading voor een grote toename in schade, maar ze nemen ook meer ruimte in beslag, zodat de totale munitie beperkt is."
	F00796D6446B0337CD8FC88FC7D5FCAD = "Deze aangepaste plasma punten zetten het grootste deel van het voorwaartse momentum om in hoekmomentum, waardoor de straal wordt uitgerekt en voortdurend schade wordt toegebracht aan de onmiddellijke omgeving waar hij werd gelanceerd. De punten werken langer maar brengen minder schade toe per seconde. Door het gewicht is zowel het magazijn als de totale capaciteit sterk verminderd."
	0A5559BB4D3B5E45C067E3B16CA0282E = "Deze dingen zijn walgelijk op meerdere manieren!"
	812736F9417A496DD96C33810E49471B = "Deze zendpaaltjes zijn zo licht als een veertje!"
	E9476D8641B9AEB081C8BAB06D45A49E = "Deze zendpaaltjes zijn zo licht als een veertje!"
	C2380D864D5FD5CD5A049A89A51072CC = "Ze kunnen <bold>door elk terrein heen</> tunnels boren voor het hele team. <bold>Edelstenen uitgraven</> en <bold>aarde verwijderen</> om tunnels te vinden zijn echte taken waar Boorders in uitblinken.
Dus, in goede handen, is geen enkel terrein te sterk voor een goede set boren."
	B03C7ABE49A71F98F0836DA63D3A101E = "De raken net niet even hard en kunnen een snelle vuursnelheid niet aan maar je kan er zeker een hele hoop van meedragen!"
	BCE01CA64C775B21C70DAB92B3FB1F1C = "Ze betalen je niet genoeg, Lloyd!"
	2041A0AB4877FDF92C37C1B941B37F7D = "Ze zijn vertrokken zonder mij! Dit is klote!"
	798F44734613F5C86B7EC3B5D51FB5E2 = "Ze bewegen als slangen! En ik haat slangen!"
	661152DE4D0AEE7148F6E789799DBFFD = "Ze zouden ons hiervoor moeten betalen!"
	7A4AEA4540015857943267B378894589 = "Ze zouden je meer moeten betalen!"
	0818320E409CF37BEF7F2C82A9146CE7 = "Ze zullen hier snel zijn! Houd moed, team!"
	74ECB81041819F78249F1198189A59CF = "Ze roepen mij van de andere kant! Zie je laaaaaater...!"
	1CBCF2324CC50922F7C3A083332DFB4F = "Ze komen van boven!"
	AF7395024150EE835727578FF3191EC0 = "Ze gaan voor de Drilldozer! Breek ze!"
	E376A0A940D7DE061C490BB37C712429 = "Ze zijn alleen gevaarlijk als ze je laten vallen."
	188C3FDA44C517C18AE858AEFEE2E4ED = "Dik en indrukwekkend, net als mijn mama."
	E387C256456FAB1EC3D8B8B7D79798BE = "Dik en indrukwekkend, net als mijn mama."
	31FB2C714031FC08DB3E868E9F1AB162 = "Verdikking"
	E8AF52674D5ECD11FE44D0BF6A6AAF66 = "Dikkere Kern"
	899079204D10F921CFD4EAA78C5C6BF5 = "Dun insluitingsveld"
	C7DBB2494EE96C95931E74BA496D6393 = "Dunne lagen ijs kunnen onder je gewicht breken. Trage reacties kunnen betekenen dat je in een diepe, smalle kloof struikelt."
	F888E15D47CBE5701DA59685E394964D = "Dun, geraffineerd, absoluut niet elfachtig."
	70A9357349275F1BC952228B04F7FB13 = "Dat ding gaat zo ontploffen!"
	F32BDEA848F6B085961F31B3F6F831EA = "Het wordt menens!"
	FB44C49540924FD27D82BF9914BD33E0 = "Dingen gaan zo ontploffen!"
	0E851B9C43EE06562225D0A435949470 = "Het gaat er zodadelijk heet aan toe gaan, jongens!"
	129F117B47EB9D5E3F8D148652D93BF0 = "Denk aan blije dingen!"
	BDA0F55942248C6490A98996CFC3364E = "Je denkt dat je me kan doden? Denk nog eens!"
	BB7CD5E248813BA15406CD9A0F40AB73 = "Verdunde magazijn wanden"
	DAC09DBC4A899D3620F2439DD78BE3FB = "Verdunde magazijn wanden"
	ADF6BF5149E02CB29B70B2BD10DC3856 = "Derde en laatste fase van de Diepe Duik begint! Standaard riedeltje, team: blijf gefocust, werk samen en jullie komen er doorheen. Laten we dit mooi afmaken."
	108E4EF145D32D3DC8DA958C9E72F569 = "Derde fase - laatste en zwaarste van de diepe duik. Zorg dat je je doelen behaalt en je zult binnen de kortste keren weer in een roes zitten in de Abyss Bar."
	0765DA944F1EC515A3958198BD3E6962 = "Derde fase van de diepe duik begint! We hebben je rechtstreeks naar het zwarte hart van Hoxxes gebracht... dit wordt geen wandeling in het park, dus team... vanaf het begin alles geven."
	AFC7231E4FD7995A921E6396F237DB85 = "Derde fase van de Diepe Duik! Deze ziet er zwaar uit om het zo maar te zeggen. Het Management heeft het volste vertrouwen in jouw capaciteiten, hoewel...zorg er in ieder geval voor dat je ze niet teleursteld. Anders zijn er bedden gereserveerd in de ziekenboeg voor jouw overblijfselen..."
	C939CC09437310DE20B60785D9EBB5BC = "De dagelijkse deal is een koopje!"
	E1A8EBED468F610EF95EE8B2A98B6B6B = "Deze dagelijkse deal is een koopje!"
	B36B13344733677C059352AA3AD96C83 = "De Laser Utility Refraction Emitter - of kort L.U.R.E. - projecteert een knap hologram dat alle vijanden in de buurt aantrekt. Vergeet niet om afstand te houden, want zodra het schild uitvalt, veroorzaakt het een verwoestende elektrische schok."
	AE4B95AA4B4F6CAD6DA80C8A182A468B = "Deze mod is het maar beter waard!"
	003BBB004CD701FEC075C08237F36C7A = "Deze Patrouille Bot is nu onze vriend!"
	62764806447C3D687425C090A46927F5 = "Deze Patrouilleur is hackbaar!"
	A2D21B0541B4C492416F2A908F17D22F = "Deze generator voorziet het krachtveld dat de datakluis beschermt van energie."
	2D053B694F8AE82FC581BAB816897F3F = "Deze Smart Stout werkt! Ik kwam er net achter waar de error cubes voor zijn.......je gebruikt 5 error cubes en stopt ze in...in...arrhh....het idee is weg!"
	02B2CD9541116CC24AE17D88C7CB4F67 = "Deze Steeve was iets speciaals, geloof ik..."
	AD0A99AF4773628749F7F4843243D62D = "Dit is geen plek om dood te gaan, baardmans!"
	8ABC4BF842A91F992EF30DBEF35D0917 = "Dit gebied is in aanbouw, keer hier om!"
	0245A19F409E282A154FB9BF69334CB1 = "Deze jongen kan zoveel tunnels graven!"
	A45CC73544556C39837F0D868D705D88 = "Deze jongen kan zoveel tunnels graven!"
	075BBF7A4EB86BCE7C292DA2B7A4DF09 = "Deze credits kunnen maar beter goed besteed zijn..."
	02C871AE475F881FB1433EB2F6671DEE = "Ik hoop dat het de moeite waard is!"
	9A4C29A84CC09736C4E68BA8989B435F = "Deze bot is gehackt voor ondersteuning!"
	ABDB40B24F76D3E45358D4AEDEE7D8BA = "Deze brandstofcel is vol, ik moet hem weer terugbrengen!"
	E44066B64D1F065B2A6846B1B6973401 = "Dit kan wat liefde gebruiken!"
	BDE21BF34DE3C481F76EC1966C22CA35 = "Deze gekke aanpassing geeft een grote bonus in schade en debiet, maar ten koste van de actieradius en tankinhoud."
	AD846C104924348FB54D70882E7EA6B7 = "Deze deal was te goed om voorbij te laten gaan!"
	AF963D1C4452003B28377DB2F476C419 = "Deze deal was te goed om voorbij te laten gaan!"
	28A9987949DBC444CF00BEB5AE63BA8F = "Deze drone wordt een krachtpatser!"
	641C5C27410F7B5C874E04ADE4521012 = "Dit voelt als gokken!"
	F522E2E3438118C59E0014A77B3A0C07 = "Dit past goed!"
	1FBBA4A2412B394D4CEB4993A9899166 = "Dit geeft me de heebie-jeebies!"
	ED49C39E498FD0CFC0AF4D9A1457910B = "Dit gaat hier!"
	330EEDAF4B116692F400669C524E287D = "Dit heeft geen waarde!"
	DEBAD51F4368C9CFB7F0C1B0D7B47ACA = "Dit heeft er beter uit gezien!"
	89FDF20B4E03603BB6825E97F9C78B12 = "Dit gedrocht denkt dat het ons kan doden? Laten we het tegendeel bewijzen!"
	94CD41C44F595B7E602E018D8900A7FE = "Dit gedrocht denkt dat het ons kan doden? Laten we het tegendeel bewijzen!"
	1FE1E3F943A9167039231191CC3273A1 = "Dit is Doretta!"
	34F3D0EA401D4C8B577797B40975CDA8 = "Dit is Doretta!"
	B451582B46FE5C77392587BFD2AAEAAB = "Dit is een erg erg erg erg erg erg erg lange notificatie"
	CFC373124FB52453844BD0A6EF4A4BA8 = "Dit is een onrijpe zaaier!"
	1C3AE1C94B30F7695C2AB28281ADF590 = "Dit is een connector!"
	4E0FE7D646C83000A4AB2FA07C949083 = "Dit is de Drilldozer! Hij boort!"
	627C77C2472F71D5DEB9C29C7B2F5613 = "Dit is een Drilldozer! Hij boort!"
	6CDAD1204473A6CDBD47A5BB83B26BC6 = "Dit is een Dummy Praat! Dat betekent niet dat het dom is, het betekent gewoon dat het hier tijdelijk is! Ga zo door!"
	70C7456F46919991803B7FB34DD732EA = "Dit is een Dummy spraak! De echte komt er binnenkort aan!"
	14CE59AB4B98BA08DF03A9922C3B7409 = "Dit is een zesvleugel gniffer!"
	2298ACE4444B4B550772A7B4253C9D0D = "Dit is een zesvleugel gniffer!"
	F34C0CFE41AFCEB38F9EE49699CF70FA = "Dit is een pikhouweel overlader distributeur!"
	9DE9F4E24A0997EF5AE224B9CEFD53EA = "Dit is een jaknikker!"
	1B87B67242F26197BDABE7830ECF0C34 = "Dit is een bergingsmissie! De vorige ploeg verloor hun mini M.U.L.E.s, hun transport capsule en hun leven in deze grot. Vind en repareer de verloren M.U.L.E.s, zorg dat de transport capsule operationeel is en keer terug naar de basis. Verwacht zware infestatie - en probeer het niet te verknoeien zoals je vroegere collega's!"
	46D9EBF44D7383B4440A9BA6AF8393E4 = "Dit is een grote! "
	7D83E1E1444AF37A5FCEECA8402D4C18 = "Dit is een vervloekt helgat."
	D0DE4BA24A4879FE5F74F4A65E2C4B1F = "Dit is een vijandige!"
	0E8352FD41E69599456EBF8D79B4EFDA = "Dit is een laange tekst"
	DF67EFAA455CA318A5A5459D88F3F546 = "Dit is een simpele mijningsmissie! Stort jouw quota aan morkiet in de M.U.L.E. en wij sturen de transport capsule jouw kant op. Succes! "
	9026645A4F4C6F6032C889A36068A707 = "Dit is een koopje!"
	BF1AB3854C152F0FB02BD392F3AC1C01 = "Dit is een koopje!"
	4AA8887441FB99EE0509458E50777BDA = "Dit is een team operatie!"
	918AAD494C049F6D46E9D3A13BF88034 = "Dit is een zendpaaltje!"
	3BCB918E451C17619AC089B98146FF1E = "Dit is een verspilling van mijn talent!"
	85F4E09F45B514A98E9B2996CD4F80A7 = "Dit is alles wat je moet weten. Mijn de rest van de morkiet en voltooi de missie. Als je iets vergeten bent of niet weet hoe je verder moet, check dan je mijnwerkershandboek voor meer uitleg."
	D43944B54F75C3529A865986E5477027 = "Dit is een Orchey Shy!"
	6085083E412EFDB83E78CCB3A450EDBB = "Dit is een Umbra Seeker!"
	F28896D24FDB1199C3D17C8EC3195DCA = "Dit wordt een Nectar Rind genoemd!"
	7C541AC94A1685647F73EB8BDB8977BA = "Dit wordt een Void Basket genoemd!"
	E0613E4C4FB8FB06C7FCEC99D33BFC23 = "Dit verbindt de pijpen!"
	D76BF5934B86D50A7D62BF8F549DD0B7 = "Deze is gevaarlijk!"
	5D6AB38449083EF1E0451FA15858920D = "Dit doet echt wonderen voor de grot!"
	B41845EC42CBD1624FC66299980D2D44 = "Dit doet echt wonderen voor de grot!"
	CF6E12AC45C00A89C5DC3DBD127F58DC = "Dit doet echt wonderen voor de grot!"
	3582239B4D9F9928CA7751949F5EF1EC = "Dit is oké - maar grotere wapens zouden beter zijn!"
	771ECB2F400751D7E8CF16983CBE809E = "Dit past!"
	DD1B75E04D03A2EFEF7302AB397526D6 = "Dit is voor jou!"
	7D3A6FAF4327F83F289066A993904D4D = "Dit is voor jou, Bosco!"
	27A4C20343C1B152FF999797ADB17D0C = "Deze is voor jou, Lloyd! "
	5C4FC0DA47E9A926E172BE9BB95229FE = "Dit is leuk!"
	9AAAD5384BD96E4279C9A5BEECE797BD = "Dit is leuk!"
	FAEA872046D233087DE9A9813CE429CB = "Dit is leuk! "
	BE3926B04D7974CFA17F029054A54A35 = "Dit wordt maar beter en beter!"
	B8D33EE74B4B5490DC7F278EAF94F5EF = "Dit gaat leuk worden!"
	B7282C1B4E3A6277C46C44AA389A083B = "Dit wordt goed!"
	63ACAF2A42348B2A2B0BB8B6A3E55365 = "Dit gaat er geweldig uit zien!"
	3DF30CCA4EED6C9DFA17BFB0849FF1FC = "Dit gaat me er zo chique uit laten zien!"
	0B6FDD1E4FC052CF45FAC294260625CF = "Dit moet gehecht worden."
	17C3B922463932DDE7C539A5FFE8390E = "Dit gaat rocken!"
	F823A3EA4643FEA5E5DF91A6D3930F5B = "Dit gaat rocken!"
	A058F68E438198161284C2BD8FCEDBBE = "Dit is vuil werk!"
	CD17F7364AF2231816AE588C91C79772 = "Dit is zwaar werk!"
	41BB364C434F2EBE69568CB06C07A627 = "Dit is eigenlijk een Nectar Rind!"
	61417E0D43C30DC12D68C1AAD4507CCB = "Hier draait het om mijnwerker - één laatste missie. Het zal al jouw vaardigheden testen en je staat er alleen voor. Maar daarna - een eervol pensioen als jij dat wilt."
	0961C23D4802A47133B66CB421A21814 = "Dit is het! De laatste missie en ik ben weg hier!  "
	492F8E874DA9E3C13486479B2852F9B5 = "Dit is het Jongens!"
	DEBE49104D6A5E3528E52CB3DD75C628 = "Dit is het, jongens!"
	64B9103248D4DBBE8F1DBFA760C3C0CC = "Dit is het Jongens!"
	BB61701E4F722224305140B87DFC3C9F = "Dit is het, gasten!"
	673A79C24B5F9A70770AADA75FE6990D = "Dit is het, mijnwerker - één laatste missie en je krijgt een goede promotie."
	44B079EA478EB9F3C67F2D8CADA5A733 = "Dit is het! Een laatste missie en ik ben weg hier!"
	471AE8524330C82A019AEFB5455D17D5 = "Dit is mijn favoriete ding na rotsen en stenen!"
	E08FBE994469E9017C4C25872901EC86 = "Dit is mijn favoriete ding na rotsen en stenen!"
	048C1E894834EB487F3E2E8CB524E733 = "Dit is mijn halte!"
	10DF9F214E35E90872DA569EB85309AC = "Dit is cool. Onveilig, maar cool!"
